700 74444
0 2 6.505895363233078
0 3 4.860088478674732
0 20 5.328504442496827
0 21 0.5303209098003303
0 25 7.061237661349584
0 35 0.8604729453961524
0 37 1.7678096323987513
0 50 8.880328058368343
0 60 7.719654466458961
0 65 2.5114917913102097
0 73 2.5119910027742365
0 76 0.4136120575253599
0 87 9.699537561497637
0 100 1.2873995704319918
0 101 4.164162691468894
0 107 9.292131734308198
0 116 0.41415952576456916
0 118 8.575547963021187
0 122 1.1732513481580187
0 128 6.397390623934762
0 155 7.105565769648652
0 157 7.324378449452842
0 162 6.941035595557406
0 179 4.624228809462218
0 184 9.198657459126064
0 195 6.545368930761557
0 199 8.638464393117063
0 211 1.987659695378391
0 221 4.922295140055778
0 223 3.7896079452233957
0 225 6.670247224180434
0 235 3.059189764065553
0 242 4.480410424279164
0 243 7.319706726309912
0 245 5.582859229358493
0 255 0.2380088318754403
0 257 7.452859575519826
0 266 0.8934984959107073
0 271 7.705225444505036
0 275 4.362996153231603
0 278 6.6902565152896365
0 284 0.7922645577850906
0 303 5.643705323838329
0 309 6.839957279421184
0 314 7.402584286349763
0 323 1.9046715834783445
0 334 4.697291688185431
0 337 0.8673786270716177
0 340 3.227034917023098
0 347 9.305947418560308
0 348 5.700806609859283
0 350 7.570726412537749
0 352 5.639167351830844
0 354 4.605783416038701
0 356 6.14780972972222
0 358 4.083999446216987
0 366 2.206146603356911
0 368 5.184219883539894
0 374 8.69540334832976
0 390 2.3580426225536097
0 404 2.4984470172339543
0 407 1.973537929452951
0 416 7.189198352274947
0 453 5.620310747275402
0 455 5.526740048904843
0 458 4.617892682877754
0 462 6.177794088147884
0 466 4.929410575578852
0 467 8.576797272528905
0 472 3.018563896556551
0 478 6.975206228548563
0 483 0.16838092383416492
0 490 1.6922580483693894
0 492 1.3390338802959345
0 494 8.302320103665743
0 497 4.976071774097943
0 500 3.1397468381121962
0 529 8.823895831909498
0 531 5.51727705506874
0 532 0.4226942502417197
0 540 0.9766322572386532
0 541 6.275781465162666
0 542 1.8503726836583445
0 545 7.3770323234555395
0 549 7.657394668107473
0 554 6.462741999396786
0 573 1.5507099524588508
0 574 1.590715938178231
0 575 8.334845098368426
0 578 9.967729261880672
0 593 1.295678831516316
0 597 3.7574120113063234
0 601 4.522174143648887
0 603 4.601100216235619
0 606 2.1621772735480524
0 608 6.734606272115782
0 619 9.40665591211213
