600 54644
0 3 9.357994420983966
0 8 7.053207603125911
0 9 2.647211617469437
0 10 0.06559143094904463
0 20 2.7559726592729383
0 21 1.6208277903212398
0 23 3.1721012612679544
0 29 5.071545259044709
0 30 6.18716671048329
0 33 3.31999666812824
0 35 1.4051297641491955
0 41 7.296088353532346
0 47 6.560586663482635
0 48 1.25167199577635
0 50 9.161491008822129
0 56 6.422172984159205
0 60 9.092006253325208
0 63 0.8408721514711481
0 65 3.446195491307431
0 67 0.9713936536394685
0 69 0.2441298607437259
0 79 9.690581628060428
0 87 3.153969400949782
0 88 1.5137457315013703
0 90 0.4506644721499531
0 101 6.968742995630176
0 104 7.599490342375178
0 105 7.378254161082697
0 117 0.163578522216431
0 128 4.853082850229134
0 137 7.715096039340322
0 150 6.113082347981262
0 171 7.751081591955211
0 176 4.127698433952748
0 178 5.549075054944417
0 179 9.815127506433386
0 189 8.03192176378707
0 195 7.504414056341968
0 203 0.7145029035341788
0 212 4.403046111942062
0 223 5.122795589649783
0 224 6.589525145548784
0 234 1.2710352691195137
0 252 0.5051019235648269
0 263 5.2554227619023415
0 270 1.9638004456576585
0 271 0.11001978389805545
0 272 4.840471079756112
0 274 5.068427094199955
0 282 3.592871220584196
0 297 2.244258040955145
0 298 4.364446613435378
0 299 0.9109378995811812
0 318 6.043799412594327
0 342 1.1180529405804907
0 343 9.656691727780224
0 350 9.807780390146913
0 355 0.8037925159211257
0 356 6.599511130934425
0 369 9.602408132960722
0 374 1.036885487559781
0 386 3.845419488501353
0 397 2.718588273591153
0 405 0.7111079249248109
0 406 8.645689892788008
0 414 8.49088536920759
0 420 9.815640126139014
0 421 6.963771057735793
0 423 7.760343452411505
0 432 1.4116522096576956
0 439 7.533960315171201
0 440 1.2714685496048483
0 442 9.327342951184802
0 445 7.407762568919123
0 449 7.841068122701424
0 457 4.455121648339862
0 458 0.866147879427781
0 459 2.1474746182805204
0 463 4.7896240049603325
0 466 8.890510228429775
0 468 7.905767509427957
0 471 7.335488097035588
0 475 7.077474985032078
0 476 8.027560527815021
0 478 7.165591449453372
0 480 4.697567515695759
0 491 0.6366552035615747
0 503 6.1777157112833905
0 507 0.5720606333312495
0 534 5.652639765812072
0 545 4.586657343214603
0 550 2.242186133804791
0 556 2.9052171236946966
0 565 2.3907227062575775
0 573 3.822664485177014
0 585 8.257157081732144
0 586 3.6690781172500078
0 597 5.177487745421907
0 598 1.4102429094108593
1 2 4.696554759376889
1 6 4.4771922323223645
1 9 9.434939099048133
1 10 4.835975357293586
1 15 6.953158185277351
1 17 7.299521558976878
1 27 5.746688219351173
1 28 3.831215134203698
1 36 6.115122840563662
1 40 0.5680472810539705
1 58 5.2073555798502476
1 60 8.457487242336558
1 66 4.402576723991833
1 77 9.423731895483945
1 81 1.9467893386856272
1 82 4.0472026574201525
1 90 8.954759368240461
1 99 6.310214890993758
1 100 6.648837687278371
1 101 1.58163827145409
1 102 8.458798029635801
1 108 2.4758788067197077
1 109 1.9178401094261799
1 110 2.732802171437576
1 111 9.523571617793893
1 113 9.418664588449882
1 117 8.290272544759771
1 118 1.1949300768996551
1 126 6.300102434134031
1 130 5.0747065192482985
1 140 4.725053805268843
1 141 6.149966058325021
1 144 1.3207141196743488
1 145 3.5867133081486378
1 148 4.458675969696886
1 150 1.0498971126010592
1 152 5.091228601214509
1 159 7.819209736902692
1 165 4.66877744918691
1 171 4.311885967311104
1 173 9.743748390592918
1 177 2.799677106424573
1 178 0.7323741676207995
1 184 2.5007620384151465
1 186 7.548750730101329
1 195 2.084690759805796
1 200 8.527299418481478
1 205 7.562925757042786
1 222 3.5979381238248145
1 235 2.1661377538227935
1 239 3.7109359674185285
1 245 5.261293525897437
1 246 2.6291784203192945
1 257 3.160618927715638
1 265 6.465450713387569
1 271 2.3071467272038912
1 289 7.197599072284584
1 290 1.2748967702496594
1 307 1.5875134693768034
1 308 5.278648035524435
1 315 0.059817143421773133
1 321 7.9356173274318635
1 323 1.9570064008049748
1 328 7.466744718848856
1 337 6.951716412078329
1 350 3.74362393400843
1 351 1.8897171283758218
1 355 9.902606433451975
1 363 6.507334495679325
1 367 5.494176959204618
1 381 3.603680935922411
1 383 5.339659263515357
1 403 1.8931779492140044
1 405 7.188183328015798
1 410 7.018872086837584
1 413 0.16692469169049096
1 415 6.195750486301055
1 417 5.39346209099352
1 419 6.327998300979514
1 447 9.007343164292593
1 453 2.21269774687591
1 455 2.8507651609421005
1 463 2.1152285247508305
1 481 5.775546975968522
1 486 6.102766789204166
1 495 8.222236198374134
1 500 4.877068644822609
1 505 5.685394373379628
1 530 5.821899364511833
1 532 7.8392874992551125
1 548 5.104532446395989
1 555 8.602960793186101
1 561 4.212768439260044
1 566 9.977919659324934
1 567 9.296155174607767
1 577 6.69668166720373
1 580 3.423583981730829
1 582 4.595688506042887
1 583 7.544279531399377
2 0 9.94967934729305
2 7 6.834964305581636
2 18 7.8428506630818875
2 19 4.678742744539961
2 25 0.035819274100770127
2 34 3.0881171652207295
2 47 9.798100615592201
2 54 1.2042113626008877
2 62 8.234253911211022
2 65 2.823078911565835
2 70 1.730013956960148
2 79 6.487959450880444
2 82 7.667696437002035
2 85 6.109484498101469
2 106 1.2628046500754175
2 107 7.671050196074215
2 108 3.2428285930366805
2 112 1.6021730795996303
2 117 7.9341319301057425
2 119 7.381933313890391
2 126 0.649841919248505
2 131 8.625749587072745
2 140 1.4727466515262566
2 142 0.40771923414976485
2 150 4.604988644695775
2 155 3.8082025403624375
2 156 2.5791284865002218
2 157 6.287344328534101
2 195 4.074090870489123
2 205 0.4900757712001602
2 206 9.052012203158261
2 207 5.536257139684839
2 209 5.768827931127371
2 212 0.9463235835805073
2 216 8.288859057653257
2 220 6.7145708395472425
2 229 2.4045920430319843
2 237 2.004115505020112
2 239 4.185544570838516
2 243 6.838615509929832
2 256 1.217992670215271
2 258 5.601648751288525
2 262 4.727491788232655
2 264 3.58051269964197
2 272 3.7579730223634513
2 282 8.46549542948524
2 286 7.192416289318006
2 291 9.913363433768623
2 294 7.548093637580859
2 302 0.12267882368331984
2 311 9.59089970625443
2 312 2.753680474448209
2 335 0.5970823326024255
2 345 9.011157487155813
2 349 4.370504409563641
2 350 2.8978055020224014
2 352 9.69201976095196
2 355 1.6980699060206939
2 358 5.472383832342008
2 360 5.017452691797715
2 361 4.097075216229566
2 362 5.819479977644474
2 366 2.323033569861156
2 389 9.84459721086065
2 391 8.147579656960998
2 406 1.3830966921573695
2 409 8.29991078274634
2 419 4.390535819120687
2 446 4.145199940258699
2 452 0.5063020179163902
2 459 8.15257182046427
2 474 8.024779635220442
2 476 1.6450719793988355
2 479 2.470457834964926
2 482 9.153148839959364
2 487 2.3226455477962693
2 504 6.592111861328975
2 505 0.504913758918315
2 513 0.016888983602572072
2 516 1.540201788757557
2 526 1.8344236095768285
2 529 3.456432751573871
2 533 7.216478448311372
2 535 2.049039045088117
2 536 4.437450781328472
2 541 6.0750395036387435
2 546 5.745592946481741
2 549 9.424821610832815
2 552 0.8986141384563417
2 553 3.0212667844946473
2 567 5.573514868256288
2 569 3.5544340165115464
2 573 9.489142922695272
2 577 9.131240222623026
2 583 2.9266969903712416
2 595 7.619338869759941
3 2 7.6170467867311356
3 6 3.652225709952328
3 11 7.301804856486516
3 18 4.8507707383224385
3 26 6.954871345049954
3 34 6.091322986437597
3 45 7.096388251823933
3 46 5.709505141412113
3 48 7.264126899282091
3 54 1.6676517319472928
3 60 5.7242048861912735
