600 54718
0 5 8.850492664860173
0 7 6.615749718357147
0 26 2.5352262273603996
0 29 3.499798972706878
0 41 0.3828518902686362
0 43 3.381022679762904
0 44 8.440844270519069
0 46 0.41242736269561764
0 49 0.7063975816001822
0 77 9.138776726108565
0 80 6.180885503779199
0 83 7.699328106173584
0 94 7.5158401603749345
0 95 6.5471115049279245
0 96 9.272411745413745
0 99 0.47976134173082774
0 104 9.646977968883967
0 106 2.200968577257616
0 113 6.282904170375233
0 124 5.154232489584812
0 126 9.22698291416417
0 136 6.179758853673229
0 143 8.293602865459336
0 156 4.979543534407306
0 157 1.4687470587106022
0 159 8.075287853854814
0 164 2.7370591728425686
0 166 0.44761437474865273
0 168 4.926592043979489
0 172 2.3749451322897572
0 176 5.9223125511358266
0 191 8.737218864047229
0 194 5.767641389552832
0 207 2.726544941762832
0 220 0.25303256143614505
0 224 4.938118533725216
0 237 3.6985675660269344
0 238 6.231774597023017
0 244 4.7141408574922234
0 250 8.669381040458795
0 256 0.6092831976451518
0 259 5.865559084827011
0 273 2.397565161207418
0 277 4.314633758922652
0 287 8.13258667008599
0 295 1.4458630248142312
0 296 6.437371179144865
0 298 9.478760879688545
0 302 8.787795114658442
0 307 5.815278395716947
0 340 3.3353142412282066
0 341 5.573158874844424
0 344 4.2417892532074175
0 345 5.670832686760068
0 354 4.348301915410067
0 356 3.5854170593815446
0 363 8.998501181168265
0 369 5.586832891222899
0 370 0.7539888031003628
0 373 9.64299388730119
0 376 9.834349833081294
0 377 8.962121388623281
0 383 0.9712454135102655
0 396 7.768785764253877
0 401 8.92470682623617
0 402 0.9586943665438152
0 404 9.062392079502771
0 409 3.1580354547665035
0 412 2.4711366678551014
0 423 7.004215969394555
0 431 2.3631505676625286
0 442 1.512164668116579
0 450 2.760329350383195
0 452 1.2638351758176047
0 461 3.0020312060914134
0 464 7.664018662971264
0 465 7.950806853453778
0 473 0.8113186180334508
0 479 3.0725360976894702
0 482 0.8554292683165587
0 485 7.615392173848663
0 496 7.983677374718344
0 501 9.766184237898552
0 508 7.522616212164759
0 520 2.2420408471102027
0 524 5.52682930760397
0 531 2.056616337069823
0 533 9.78198767733954
0 539 8.099047820303172
0 545 4.251559951790619
0 551 9.666611474803474
0 552 5.223518003238425
0 555 5.087345411954151
0 558 2.929785068593156
0 565 4.8601588197283005
0 572 3.5260039387902875
0 578 1.142459964745437
0 588 3.5000917712951782
0 597 5.455903496948197
0 598 2.778594654927784
1 5 8.352375038031344
1 9 4.8297817670247
1 20 1.00336729293528
1 28 6.420014896874648
1 41 6.047841686669468
1 45 5.970560033497988
1 46 1.2727622782654668
1 58 4.015781240669959
1 62 6.668723174093552
1 66 1.2999451950834484
1 73 4.886173451392747
1 76 5.825184928048044
1 80 8.807294181061934
1 83 9.200876627302192
1 87 0.08601306450095714
1 89 9.850524295672784
1 96 8.732911015855114
1 99 4.376225696375174
1 104 5.588223113322385
1 116 3.016661392644866
1 119 1.3738577303014232
1 122 7.713141263856115
1 124 9.52523567825722
1 127 2.0210568921400176
1 138 1.409077640137345
1 147 6.71355088058593
1 151 5.5298345592304985
1 155 0.013830609204492639
1 156 1.3662902771767893
1 158 8.09802764794133
1 162 3.2424825479933594
1 174 5.645459634685107
1 178 3.9239679501385005
1 179 9.498314564611771
1 181 5.185720569116754
1 189 2.817546643291411
1 193 4.1091561604218825
1 198 0.6942016417099561
1 199 3.388972287331178
1 206 2.182344466249951
1 212 0.6714346881077116
1 217 8.82369282464185
1 221 0.5628520092491374
1 222 2.8801967050416777
1 223 4.921897237524339
1 234 2.5267901008901683
1 235 7.6944870557495175
1 245 5.0016689391954285
1 248 0.019881300615318676
1 250 9.738877648060736
1 264 8.729250475660114
1 272 5.716369283994828
1 274 6.662794449991967
1 283 7.034411267159468
1 285 4.3627215147437814
1 305 6.942175653547544
1 306 9.190107215940731
1 312 1.8222592401036641
