800 97941
0 11 1.4147165710720233
0 12 9.846180711907028
0 14 3.0932775506716803
0 17 2.9229013341002785
0 28 0.6375584067441575
0 29 6.876005650934811
0 30 2.080008683667718
0 36 0.07765889483665522
0 43 7.08641919996586
0 46 8.259093370090243
0 48 4.871651023101111
0 56 2.718332371033556
0 59 3.672515250717434
0 64 5.053459910321912
0 72 4.9032264372144185
0 84 6.548484950356027
0 97 8.902673289850858
0 104 4.744266003064692
0 110 2.0503066495580455
0 114 7.380626012299918
0 119 9.493930281079844
0 124 0.8440617477705992
0 126 5.432043201536899
0 138 0.8669480701367083
0 144 0.5622044661500902
0 145 6.4430035673114885
0 152 2.482040904953889
0 153 4.715285929279664
0 169 4.886762104838917
0 170 8.351460944110457
0 178 0.3380541020732275
0 189 0.9362342421154657
0 191 2.0643036527974146
0 197 3.6123295813371725
0 205 0.038827123956847176
0 210 4.621155609422894
0 217 6.146990315112504
0 223 5.842759418027365
0 226 0.7052697666840657
0 229 7.748222649082494
0 232 5.408629508711645
0 233 2.3970470617906594
0 235 1.8803029811285166
0 236 2.8303460687542783
0 239 4.4939880233804885
0 247 7.636927143131787
0 251 9.449461693674808
0 255 5.737117764057119
0 264 1.931915469280373
0 267 4.692316349939265
0 279 6.147140850210663
0 281 8.714817633394405
0 289 8.395465790825423
0 294 8.640421141787032
0 305 3.292933901155435
0 318 5.631553914238351
0 322 8.821542609292846
0 323 3.1890762529430363
0 333 3.002828213011033
0 338 2.328903850252313
0 340 9.646526620556436
0 341 5.836291515333228
0 342 7.044945900910731
0 345 2.4386149590466855
0 346 5.2922652750469545
0 358 7.049073031264853
0 360 2.9561781611317106
0 366 1.0393869636985553
0 371 0.8199280824906152
0 376 4.693144983178117
0 383 7.3346667055998545
0 386 2.16941340882022
0 391 1.136335323081814
0 393 4.444409258442935
0 401 9.440345729142484
0 402 2.074576552301953
0 415 9.042851404981354
0 425 2.4909945475268636
0 428 2.3205131220354867
0 434 9.833324722849646
0 436 7.069245733678702
0 437 8.474687287749907
0 439 3.8136362249398195
0 441 8.656539681508463
0 453 1.0502756846512484
0 456 5.38207192290585
0 458 2.809103978085937
0 459 6.663237694856527
0 463 1.624128498309656
0 470 7.652505299342712
0 472 5.683803085275842
0 475 3.5462684498014587
0 479 8.804687361012125
0 485 9.161645473089177
0 490 7.926562549685375
0 504 1.113204909918667
0 505 6.6624941432911555
0 508 9.379004884704377
0 509 1.736057696925345
0 512 7.612169295299856
0 513 1.8212009742119661
0 528 3.808803981561124
0 548 0.042766843707386926
0 561 6.046088240190142
0 569 2.3070721323338272
0 574 9.272450777605908
0 598 7.15750217030871
0 608 1.006487721208844
0 626 2.0661070770379353
0 646 5.815183622741977
0 655 2.3720937593135094
0 657 8.249090769566177
0 662 6.733433352485533
0 665 5.506192527600193
0 669 3.8178577897678023
0 679 1.0605877470788716
0 684 6.20140255988829
0 695 6.880420583112006
0 702 6.31457376392841
0 706 7.083131299281473
0 707 8.009304558473847
0 713 7.227430152020464
0 716 6.912225952000788
0 720 5.918536313197929
0 721 1.0211415587085493
0 722 6.274297685794004
0 725 3.132947822890546
0 729 9.586113926099422
0 741 7.194375848671139
0 743 8.6778603574102
0 758 0.1572560710316362
0 759 4.737856204707689
0 764 1.378747924900292
0 771 7.784677596422921
0 773 3.7918202538493837
0 774 9.795731556438831
0 775 6.659539187005309
0 780 2.5588072569273326
1 22 9.841387639523898
1 24 7.814374186244399
1 32 8.6907910327219
1 45 5.77336610213418
1 47 4.115904930734634
1 59 5.218901053625366
1 69 7.711978659866149
1 70 1.4417574610305584
1 86 8.638568163470655
1 91 3.605578319429771
1 94 6.27036360861433
1 104 1.1227160673616643
1 113 3.7107730874901454
1 114 7.33933851439065
1 122 2.4518727918539387
1 124 8.339389707830698
1 127 2.8321080663436726
1 135 2.457287974928138
1 146 1.8162096037778053
1 159 7.318086483448542
1 160 7.2382251657103005
1 161 6.506146998548562
1 165 1.6874742648830787
1 172 1.9209090457356037
1 189 7.052822375523952
1 192 9.35076500226675
1 204 3.507462262293961
1 206 7.050976103387351
1 215 7.9619583312786615
1 216 5.699446581063733
1 219 3.833759056656656
1 220 9.436550085629156
1 228 0.6053701507908604
1 234 9.500745667335233
1 260 2.447785903800015
1 261 1.7844338348260358
1 264 1.7899334738471184
1 271 5.929424909400984
1 272 8.091190185786658
1 274 8.424122254688895
1 277 9.972040684425272
1 287 5.940444172975685
1 288 2.915158822152323
1 289 5.668187170182453
1 290 7.677810178229335
1 298 3.9255615048095347
1 307 7.0567065300115726
1 308 1.3455992744566658
1 310 2.40518605660427
1 312 9.30836498990045
1 316 9.245467278415799
1 322 7.628318705441993
1 334 4.310350896300318
1 344 8.532461149802629
1 357 4.045631693297258
1 358 7.371778718657003
1 366 7.51417651707642
1 372 5.5110658286841865
1 386 5.268166497174086
1 411 4.676537064302831
1 420 7.708594082372041
1 421 3.9108088498890248
1 429 2.0983916933967004
1 433 3.36088447484706
