800 97785
0 1 3.826071488820232
0 6 6.750251349006317
0 9 8.5589196137825
0 11 3.5105065897206145
0 12 6.8548606970320405
0 19 7.336274923680275
0 21 4.330353519921715
0 30 9.613703478840016
0 31 8.129756835730321
0 44 6.796580889382547
0 53 4.93010630118775
0 81 4.828897737442388
0 82 8.387045914557493
0 86 5.541670988047805
0 90 8.403976340789118
0 98 2.7299919452146773
0 104 7.4084103249411335
0 105 4.095062878560785
0 107 1.4056983092584519
0 111 0.9943766211688931
0 112 5.711419768956559
0 120 0.24835056559761925
0 124 5.53806043830077
0 130 7.03043767467395
0 133 1.768816196261408
0 145 4.359266484404066
0 147 9.354507230659907
0 176 2.9336064676478646
0 181 1.4919618389094846
0 191 8.3211885824679
0 196 4.761203845318026
0 208 3.028259902221965
0 210 3.809591801132642
0 226 1.8894467582795604
0 227 4.879201864518835
0 230 7.4680423768454
0 232 6.31177139228
0 236 0.9972588923657133
0 248 3.676891567488787
0 253 9.333856254541997
0 257 9.529331131625952
0 258 7.581097388104068
0 260 4.179610236184979
0 261 7.6288101035112135
0 285 7.158567400018423
0 293 8.15824651821419
0 301 8.312678835551333
0 315 9.026244962593962
0 320 4.473686827059067
0 321 5.240288323321903
0 333 5.667348064672658
0 334 4.495359777144412
0 337 4.974255560495033
0 340 5.5856258780568355
0 342 5.2746779766749725
0 344 2.3619314003981886
0 350 4.819699150446796
0 351 0.898195271623965
0 369 4.080207395339288
0 375 5.23686661796191
0 378 4.9925856137263445
0 385 1.9194177687166813
0 395 6.195148780689736
0 396 8.321007234888079
0 398 1.4383257525313164
0 415 4.171281795537113
0 421 5.745177014021866
0 422 9.125745879293548
0 423 2.292731218138502
0 428 4.029438017955782
0 430 3.4669120562315694
0 437 1.4407361255473727
0 442 1.8592974071700263
0 447 1.1913342504445656
0 448 9.995015452309486
0 449 5.169913165227267
0 452 5.5292964968645535
0 461 9.519195875384941
0 465 5.730018997328897
0 467 8.227473917005145
0 468 5.377371800795652
0 470 1.089145688757991
0 475 3.7380910261161238
0 476 4.461003071396875
0 478 7.895188310722297
0 489 4.990921289448359
0 496 1.53053829112075
0 497 1.2580162902089098
0 501 2.9426665321164167
0 508 4.912663598308206
0 512 7.495928639466511
0 529 4.599248851266208
0 550 3.3699895781960585
0 551 9.732199007627454
0 573 2.7203724642923746
0 574 5.82645391218238
0 578 9.428416269956665
0 581 6.39631405433057
0 583 9.27680118214505
0 586 5.711337744944308
0 607 9.256038253315953
0 608 7.993838400783649
0 615 8.6514040861966
0 632 7.944602124381317
0 637 2.999964841700794
0 644 4.883601585782388
0 656 2.3497715126528607
0 669 9.055511182746496
0 674 4.425920182162814
0 682 2.125591226567666
0 683 1.3404687612408683
0 693 3.5753345701946793
0 694 2.30677991506239
0 696 3.3024526065035067
0 701 9.847640247623417
0 703 9.24199505434956
0 707 1.8170391221225501
0 708 2.0808204775483983
0 714 7.8422282789600555
0 716 2.9933388113880444
0 720 2.885232091003359
0 724 6.108531924629475
0 729 0.6632055639046064
0 730 4.565234974950924
0 733 3.9884087495604637
0 745 3.471308542276619
0 748 8.462344189351894
0 763 0.8398053479778822
0 786 8.138021485544758
0 788 2.6542750299374074
1 21 0.2953194910411361
1 23 4.626649062888848
1 24 3.8480458742414614
1 29 8.188810237789362
1 31 3.8456385897086696
1 35 9.668370646965878
1 40 7.470764909693851
1 44 5.554858221570845
1 45 9.621610093439667
1 47 6.633604922234965
1 48 4.589767436922903
1 49 8.829920215915411
1 54 9.966173338609504
1 55 3.724712402183231
1 65 5.626574266535268
1 82 9.458311656064613
1 87 1.1250896852324688
1 90 8.874069580646742
1 93 2.516290126586452
1 97 4.337965316383934
1 106 9.02527961807347
1 110 9.793590671016378
1 118 1.5943224527750932
1 119 7.4533875655454604
1 127 4.78388139732033
1 142 2.339306386812261
1 158 6.400676902268786
1 169 9.547567108692952
1 173 1.7527463118631126
1 178 5.975072751684099
1 181 9.89198250807371
1 202 2.770465737738368
1 226 4.64960798739832
1 237 1.5530773114546126
1 238 7.873046457480399
1 241 7.878390657672304
1 243 4.790241036303984
1 245 2.738773466423029
1 248 6.4929770404725575
1 255 7.028747578786938
1 270 4.1716301884653015
1 271 3.991807180271424
1 273 6.452812202188788
1 286 4.34506956635394
1 288 7.822679928623066
1 304 6.920125924917773
1 313 7.335605891305857
1 314 7.0575285287812
1 320 2.4912813956355615
1 327 5.82666098122246
1 330 9.270194645956432
1 332 9.784512111841163
1 334 1.5873519222312382
1 338 2.2741898937974248
1 358 0.39825153096357924
1 363 9.246253622112226
1 368 8.061545383377638
1 369 3.8836018582609455
1 395 2.311293821026146
1 403 9.232025912561589
1 428 4.521367128804197
1 430 3.450927184914528
1 441 8.915312256419718
1 445 4.800636858830092
1 453 2.3571361963694892
1 455 6.151707646701897
1 473 0.6142344512739628
1 485 5.7030351216115625
1 492 2.834997873080436
1 494 7.788601104896874
1 495 2.4117373651223417
1 502 3.8694982520614065
1 509 7.042943312889288
1 513 6.914345150977008
1 518 9.033470210737093
1 519 6.568147022161669
1 521 5.617400077897404
1 528 5.085022971455441
1 529 1.300929869242765
1 535 9.676700011721627
1 537 3.9027354206143814
1 542 2.6979672284913523
1 552 4.325296502022359
1 562 0.22930532897725397
1 569 1.2634984872801591
1 573 4.612058840676024
1 597 4.598672713934386
1 600 8.340387792789391
1 608 3.4355909720433675
1 611 1.9656315195963636
1 639 3.641619662351654
1 643 8.23024618377539
1 648 3.323910644018122
1 663 6.688614236239649
1 664 9.709533224062723
1 673 1.5382947978675499
1 682 3.6814623931271906
1 684 9.215078702031139
1 686 0.18789542589775388
1 699 7.7055317747006224
1 702 9.374047066000285
1 704 9.709328323694542
1 713 7.692684993650528
1 716 8.956338228537833
1 738 2.166479594462994
1 742 9.966136444489806
1 744 5.361357059184632
1 750 8.892037269425687
1 754 6.940312618628715
1 755 6.847547358855262
1 758 7.3755347216988545
1 761 7.949333735721083
1 764 7.430907242412109
1 770 5.594897737733875
1 774 3.443386858024855
1 781 3.8137200571333496
1 782 7.526027048909411
2 4 1.9142703590893673
2 23 8.08636769103839
2 25 6.895862290428037
2 27 6.882668562629507
2 30 3.0377348480943867
